countyFIPS,County Name,State,StateFIPS,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31
1121,County 01121,State,1,715,715,715,721,734,734,734,734,766,779,803,803,803,803,803,803,803,803,833,833,833,833,833,833,833,833,833,833,871,871,871,871,871,893,893,926,928,928,928,928,943,954,985,1028,1028,1037,1037,1037,1037,1037,1050,1050,1080,1080,1080,1097,1097,1097,1097,1097,1097,1097,1097,1126,1126,1126,1126,1126,1160,1206,1231,1237,1237,1237,1259,1259,1267,1270,1270,1270,1270,1305,1334,1366,1366,1366,1366,1366,1384,1384,1384,1434,1434,1434,1484,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1524,1536,1536,1577,1577,1577,1608,1608,1608,1608,1608,1608,1634,1634,1634,1641,1641,1653,1653,1653,1664,1664,1669,1669,1696,1696,1696,1696,1696,1696,1696,1696,1706,1706,1706,1706,1706,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1720,1764,1764,1764,1764,1797,1797,1802,1806,1833,1833,1833,1833,1833,1880,1880,1880,1880,1903,1917,1917,1917,1917,1917,1948,1948,1948,1948,1948,1967,1967,1967,1967,1978,1978,1978,1978,1978,1992,1992,1996,2028,2028,2059,2059,2081,2081,2114,2114,2114,2114,2114,2114,2123,2123,2123,2123,2123,2123,2123,2164,2164,2183,2183,2183,2183,2183,2183,2212,2212,2232,2232,2240,2240,2240,2240,2258,2274,2274,2274,2274,2274,2274,2274,2274,2279,2315,2347,2347,2347,2375,2375,2375,2375,2375,2375,2375,2375,2411,2411,2453,2453,2453,2453,2453,2453,2453,2453,2457,2466,2466,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2504,2504,2504,2504,2504,2526,2549,2549,2549,2549,2549,2549,2549,2549,2549,2551,2556,2556,2571,2571,2600,2600,2632,2632,2632,2632,2632,2632,2632,2677,2696
27093,County 27093,State,27,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,210,247,247,247,247,247,247,247,294,294,294,294,294,327,327,327,369,371,411,411,411,411,415,457,457,497,497,497,497,497,497,497,497,512,537,537,537,537,540,540,568,613,649,649,649,649,649,649,649,649,649,649,649,649,649,692,733,733,733,733,763,763,763,763,763,763,800,800,800,800,800,800,800,800,800,800,843,843,843,852,852,852,852,863,863,863,902,902,902,902,902,936,936,936,936,936,936,936,936,936,936,936,936,946,946,946,946,946,946,946,946,946,946,946,946,984,1026,1027,1037,1037,1037,1037,1037,1059,1059,1059,1059,1059,1097,1097,1097,1109,1109,1114,1114,1142,1142,1142,1187,1191,1192,1242,1242,1273,1273,1273,1278,1278,1279,1279,1279,1279,1279,1279,1279,1279,1303,1303,1303,1303,1303,1344,1344,1391,1391,1393,1393,1434,1434,1476,1476,1476,1476,1526,1526,1526,1526,1526,1526,1549,1549,1556,1556,1600,1600,1600,1600,1600,1600,1607,1607,1621,1621,1621,1621,1662,1687,1687,1736,1736,1749,1749,1749,1749,1749,1754,1793,1833,1860,1860,1860,1860,1907,1907,1931,1931,1949,1949,1949,1949,1949,1949,1949,1972,1972,1993,1993,2020,2020,2020,2020,2022,2022,2022,2022,2022,2022,2022,2036,2036,2060,2060,2060,2079,2079,2099,2099,2099,2099,2146,2146,2146,2192,2192,2192,2192,2192,2192,2198,2198,2212,2212,2212,2212,2212,2257,2257,2257,2257,2257,2257,2298,2332,2332,2332,2334,2334,2339,2339,2388,2400,2400,2400,2436,2436
29139,County 29139,State,29,329,349,356,356,356,356,356,370,391,405,405,405,405,444,444,450,450,450,450,450,450,450,480,528,528,555,572,572,572,572,572,572,572,572,586,586,586,586,586,586,586,615,615,615,615,615,615,615,615,615,615,641,641,668,668,714,728,752,752,752,767,767,767,776,805,805,837,885,885,885,885,885,933,933,933,933,950,950,950,950,950,950,950,950,972,972,972,972,972,1003,1036,1036,1036,1036,1037,1058,1072,1072,1072,1072,1072,1072,1101,1101,1101,1101,1101,1129,1129,1129,1129,1129,1129,1150,1150,1150,1150,1150,1162,1162,1162,1162,1162,1205,1205,1210,1235,1235,1281,1281,1322,1322,1322,1366,1366,1375,1410,1410,1410,1410,1412,1412,1412,1446,1450,1450,1500,1500,1542,1575,1616,1616,1616,1616,1658,1667,1667,1669,1695,1699,1699,1700,1700,1700,1700,1700,1744,1744,1744,1744,1744,1744,1744,1776,1776,1776,1815,1815,1815,1833,1833,1836,1836,1881,1881,1922,1922,1934,1935,1935,1968,1968,1970,2018,2046,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2071,2071,2116,2162,2204,2204,2204,2204,2204,2204,2204,2204,2204,2242,2270,2270,2270,2270,2270,2277,2277,2277,2321,2321,2321,2321,2321,2334,2371,2371,2371,2371,2408,2408,2446,2446,2446,2467,2467,2494,2494,2494,2494,2527,2527,2527,2527,2527,2527,2555,2555,2571,2571,2571,2585,2625,2625,2629,2629,2629,2629,2629,2652,2652,2652,2652,2652,2652,2652,2652,2652,2652,2652,2652,2657,2657,2657,2689,2689,2697,2697,2697,2721,2721,2729,2751,2751,2751,2792,2792,2818,2818,2818,2818,2827,2837,2837,2837,2837
2105,County 02105,State,2,353,376,376,376,392,405,405,405,405,405,405,405,405,405,405,405,405,408,421,421,421,447,447,447,447,447,447,460,488,488,488,488,488,537,537,569,576,576,576,576,576,576,623,623,657,683,683,683,683,709,709,709,709,709,709,709,709,737,747,794,794,794,794,794,826,876,877,898,898,898,898,898,898,937,937,956,956,993,993,993,1015,1057,1057,1057,1057,1096,1112,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1163,1163,1163,1201,1201,1201,1201,1224,1252,1284,1292,1292,1334,1334,1334,1334,1352,1352,1402,1450,1488,1488,1488,1488,1488,1488,1488,1488,1488,1503,1503,1503,1503,1523,1523,1523,1523,1523,1523,1546,1546,1546,1546,1546,1546,1546,1546,1546,1546,1562,1562,1562,1562,1611,1628,1661,1661,1661,1693,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,1724,1724,1756,1756,1756,1796,1796,1796,1796,1796,1796,1796,1796,1799,1799,1799,1799,1799,1825,1853,1853,1853,1853,1862,1862,1862,1862,1864,1864,1864,1873,1873,1873,1898,1923,1923,1923,1942,1942,1947,1984,2008,2022,2022,2022,2029,2029,2029,2029,2029,2029,2029,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2040,2086,2086,2086,2092,2092,2092,2092,2092,2092,2092,2092,2092,2139,2139,2139,2139,2139,2139,2181,2181,2191,2195,2244,2255,2281,2281,2281,2295,2295,2295,2295,2295,2295,2307,2307,2307,2319,2341,2341,2341,2343,2343,2343,2343,2343,2350,2350,2350,2382,2382,2382,2382,2382,2382,2382,2392,2397,2405,2405,2405,2423,2463,2495,2495
56019,County 56019,State,56,859,859,859,859,859,865,865,865,865,872,872,905,936,936,936,936,968,968,968,1004,1033,1033,1080,1080,1080,1080,1080,1080,1080,1080,1080,1090,1090,1090,1124,1124,1141,1180,1194,1194,1240,1240,1240,1240,1240,1252,1252,1252,1280,1280,1284,1284,1284,1284,1309,1309,1353,1353,1353,1353,1353,1361,1361,1366,1392,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1418,1426,1426,1465,1465,1465,1513,1555,1578,1612,1631,1631,1631,1631,1631,1631,1631,1631,1631,1673,1673,1673,1673,1683,1683,1683,1683,1683,1683,1696,1729,1758,1758,1789,1789,1794,1819,1819,1819,1835,1842,1842,1847,1847,1847,1847,1847,1847,1847,1847,1847,1880,1897,1897,1897,1941,1972,1972,1972,1972,2009,2009,2009,2050,2050,2050,2050,2050,2100,2100,2100,2100,2124,2124,2124,2124,2151,2151,2151,2151,2151,2151,2169,2169,2169,2169,2169,2169,2193,2224,2224,2233,2241,2255,2255,2255,2255,2298,2302,2302,2347,2362,2362,2362,2362,2362,2389,2389,2389,2406,2406,2406,2406,2438,2466,2466,2466,2466,2466,2466,2498,2526,2526,2526,2526,2526,2570,2570,2570,2618,2618,2663,2663,2689,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2766,2766,2766,2813,2813,2842,2842,2842,2842,2842,2842,2842,2842,2842,2842,2842,2842,2842,2883,2883,2883,2883,2883,2915,2915,2923,2923,2923,2953,2996,3006,3012,3012,3012,3012,3012,3012,3012,3017,3017,3017,3043,3044,3044,3090,3131,3131,3131,3152,3153,3153,3153,3193,3193,3193,3193,3193,3214,3214,3214,3250,3261,3261,3261,3261,3261,3290,3290,3290,3290,3310,3310,3310,3310,3310,3310,3344,3344,3344,3344,3344,3344
1049,County 01049,State,1,882,882,887,887,887,887,887,936,961,961,961,991,991,998,1027,1027,1027,1059,1059,1059,1059,1092,1092,1092,1092,1130,1130,1130,1130,1130,1130,1175,1175,1222,1222,1268,1268,1268,1268,1268,1304,1304,1333,1363,1385,1385,1396,1405,1405,1405,1428,1428,1428,1452,1452,1452,1452,1452,1452,1491,1514,1514,1514,1514,1542,1542,1542,1570,1587,1587,1600,1624,1649,1649,1649,1650,1650,1650,1650,1650,1650,1650,1678,1678,1709,1709,1709,1709,1759,1759,1759,1759,1759,1759,1787,1793,1793,1793,1810,1810,1841,1841,1866,1900,1900,1914,1914,1914,1926,1953,1953,1985,1985,2033,2033,2033,2033,2033,2033,2033,2033,2033,2052,2052,2052,2052,2065,2074,2074,2080,2083,2083,2131,2131,2131,2173,2173,2213,2252,2252,2252,2252,2252,2252,2252,2252,2252,2267,2316,2322,2322,2322,2322,2322,2322,2345,2345,2345,2345,2345,2345,2365,2365,2402,2402,2409,2409,2409,2431,2431,2431,2439,2474,2474,2474,2474,2474,2474,2474,2522,2522,2522,2522,2556,2556,2556,2556,2556,2556,2603,2607,2607,2614,2641,2641,2653,2653,2696,2707,2707,2707,2707,2707,2707,2707,2707,2721,2721,2721,2721,2721,2744,2744,2744,2744,2789,2789,2789,2789,2789,2818,2818,2818,2818,2818,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2875,2875,2901,2949,2985,2985,2985,3000,3000,3000,3000,3000,3000,3045,3046,3056,3065,3069,3069,3107,3107,3108,3108,3156,3156,3156,3156,3156,3197,3228,3228,3258,3291,3291,3291,3309,3309,3309,3309,3309,3345,3345,3369,3385,3403,3432,3432,3432,3456,3456,3471,3471,3471,3517,3517,3517,3533,3533,3533,3533,3533,3533,3567,3610,3646,3646
29095,County 29095,State,29,699,699,704,704,704,704,753,753,777,809,830,830,830,830,830,830,830,830,830,833,833,833,833,833,833,833,858,894,912,912,912,912,944,944,966,966,966,1004,1046,1046,1046,1046,1046,1065,1065,1107,1107,1154,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1193,1193,1193,1193,1193,1193,1193,1239,1239,1255,1255,1255,1278,1278,1278,1278,1278,1318,1322,1322,1339,1339,1339,1360,1360,1360,1387,1387,1423,1423,1455,1455,1455,1485,1495,1510,1532,1543,1567,1567,1567,1567,1567,1616,1655,1676,1676,1676,1725,1725,1725,1725,1732,1732,1732,1732,1732,1732,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752,1780,1780,1816,1816,1816,1830,1830,1830,1830,1858,1858,1858,1858,1858,1858,1864,1864,1871,1871,1871,1913,1952,1952,1952,1972,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1986,1986,1986,2003,2003,2041,2058,2075,2075,2075,2075,2075,2116,2116,2116,2116,2127,2127,2127,2127,2150,2150,2176,2177,2177,2177,2210,2210,2235,2246,2246,2246,2246,2290,2290,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2338,2338,2338,2365,2365,2385,2388,2388,2388,2388,2388,2388,2388,2388,2388,2395,2395,2395,2395,2395,2395,2417,2417,2446,2450,2450,2450,2465,2465,2495,2495,2495,2520,2520,2547,2569,2569,2606,2606,2616,2616,2664,2683,2722,2722,2722,2764,2780,2780,2818,2818,2818,2818,2818,2818,2818,2822,2822,2837,2878,2894,2906,2929,2947,2994,2994,3025,3025,3025,3025,3059,3059,3059,3059,3059,3059,3095,3095,3095,3095,3095
17101,County 17101,State,17,277,277,318,318,318,325,325,326,326,326,326,326,326,341,341,341,341,341,341,390,405,405,405,405,405,415,443,450,450,450,492,506,506,506,523,523,523,555,555,555,555,574,589,589,589,589,589,589,589,598,598,598,598,598,622,622,666,666,680,680,680,680,680,680,680,680,680,680,680,680,703,703,703,703,703,703,703,703,736,736,767,767,776,779,802,802,802,802,815,840,840,872,872,872,872,872,872,899,899,930,930,930,930,960,1004,1004,1004,1004,1004,1004,1030,1030,1030,1030,1030,1030,1030,1030,1031,1031,1036,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1080,1080,1080,1080,1080,1080,1128,1132,1132,1132,1160,1206,1206,1206,1228,1228,1228,1231,1231,1231,1231,1231,1234,1234,1234,1234,1234,1234,1244,1244,1244,1244,1244,1259,1260,1260,1260,1301,1301,1301,1301,1346,1346,1346,1346,1346,1346,1346,1346,1348,1348,1348,1348,1357,1357,1357,1357,1357,1357,1379,1379,1386,1433,1433,1433,1433,1433,1433,1465,1468,1491,1491,1491,1499,1499,1499,1516,1516,1516,1536,1580,1580,1580,1580,1627,1668,1689,1689,1722,1727,1727,1727,1755,1755,1755,1787,1787,1787,1787,1807,1807,1807,1852,1852,1867,1906,1906,1935,1935,1939,1939,1959,1960,1960,1960,1960,2000,2013,2013,2051,2051,2051,2051,2051,2064,2064,2064,2064,2064,2064,2090,2090,2117,2157,2157,2157,2161,2161,2161,2161,2161,2161,2196,2196,2196,2234,2234,2234,2234,2234,2268,2302,2323,2323,2327,2361,2361,2404,2453,2453,2453,2453,2453,2453,2477,2477,2514,2514,2514,2514,2514,2514,2529,2529,2529
28051,County 28051,State,28,341,378,378,378,422,422,462,462,491,494,494,494,494,495,495,495,495,495,532,532,532,581,593,593,629,629,629,629,671,694,731,731,731,737,785,785,795,817,817,817,839,862,862,862,862,862,899,908,922,922,963,963,963,963,963,1005,1005,1005,1005,1005,1005,1005,1043,1043,1043,1043,1043,1043,1043,1043,1043,1061,1061,1061,1061,1061,1107,1113,1162,1162,1162,1162,1162,1162,1181,1181,1181,1181,1224,1224,1224,1224,1231,1231,1231,1231,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1300,1332,1332,1349,1349,1349,1349,1349,1389,1435,1435,1435,1435,1435,1479,1479,1479,1479,1479,1490,1490,1490,1490,1537,1537,1537,1558,1568,1568,1568,1568,1568,1591,1591,1606,1614,1614,1614,1614,1614,1614,1614,1614,1637,1654,1654,1654,1662,1662,1662,1662,1662,1705,1705,1705,1739,1739,1739,1739,1761,1784,1813,1813,1813,1845,1845,1882,1882,1882,1882,1882,1882,1921,1921,1965,1965,1965,1997,2006,2006,2006,2033,2043,2076,2076,2078,2078,2109,2109,2109,2109,2109,2135,2150,2150,2150,2150,2166,2166,2166,2189,2189,2212,2212,2212,2247,2296,2296,2344,2389,2389,2389,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,2412,2412,2412,2412,2412,2412,2412,2412,2421,2421,2421,2431,2431,2431,2431,2431,2436,2436,2436,2436,2436,2442,2442,2442,2492,2492,2512,2515,2551,2551,2555,2555,2555,2555,2570,2572,2572,2596,2596,2596,2618,2645,2645,2645,2660,2690,2690,2690,2690,2690,2690,2690,2737,2737,2737,2737,2737,2737,2737,2757,2757,2757,2804,2831,2831,2831,2831,2834,2834,2834,2871,2919,2919,2919,2932,2932,2932
9001,County 09001,State,9,162,162,162,168,207,207,207,207,207,207,207,207,220,220,220,220,220,220,220,220,220,247,247,294,294,333,366,366,415,415,465,509,509,509,509,509,509,536,536,536,536,583,583,617,617,617,617,617,617,617,617,635,635,665,665,665,713,713,738,738,738,738,738,738,738,738,775,775,775,798,798,798,836,836,836,836,836,836,877,897,897,923,923,923,971,971,971,971,997,1037,1047,1047,1056,1056,1056,1056,1056,1099,1099,1126,1126,1126,1126,1126,1145,1145,1145,1163,1163,1179,1194,1194,1244,1244,1278,1278,1278,1278,1285,1285,1314,1314,1314,1314,1314,1314,1314,1314,1314,1331,1331,1364,1364,1395,1395,1395,1395,1395,1395,1421,1421,1421,1456,1456,1456,1456,1456,1456,1456,1456,1471,1503,1503,1503,1503,1533,1570,1570,1570,1605,1625,1625,1635,1635,1635,1635,1635,1635,1635,1667,1667,1667,1667,1680,1680,1680,1701,1701,1701,1721,1721,1721,1725,1731,1735,1735,1784,1784,1784,1805,1805,1805,1821,1821,1849,1849,1849,1849,1849,1887,1887,1935,1935,1956,1956,1972,2008,2008,2057,2057,2069,2069,2069,2069,2094,2094,2094,2122,2133,2133,2145,2162,2162,2162,2162,2162,2162,2162,2205,2205,2249,2263,2263,2263,2272,2272,2286,2303,2303,2305,2305,2305,2305,2305,2305,2305,2305,2305,2305,2305,2305,2305,2340,2372,2372,2372,2372,2382,2382,2382,2405,2411,2411,2411,2411,2422,2423,2423,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2469,2469,2505,2554,2554,2554,2554,2554,2554,2554,2564,2610,2610,2631,2631,2631,2631,2653,2669,2669,2712,2712,2712,2712
55139,County 55139,State,55,505,505,505,522,522,522,522,543,543,543,543,543,548,589,611,611,611,636,679,723,742,742,742,790,830,830,830,830,878,878,910,910,910,910,910,910,910,910,910,910,945,945,952,994,1023,1070,1070,1070,1074,1101,1101,1101,1101,1101,1124,1124,1151,1151,1151,1151,1151,1151,1151,1151,1159,1159,1159,1203,1210,1210,1210,1210,1250,1287,1287,1287,1309,1332,1332,1365,1365,1382,1382,1382,1382,1382,1382,1407,1420,1420,1420,1423,1423,1468,1494,1494,1494,1494,1507,1507,1507,1507,1541,1541,1541,1541,1541,1565,1565,1565,1565,1584,1584,1584,1584,1584,1598,1598,1598,1598,1598,1635,1635,1652,1677,1680,1680,1680,1680,1681,1699,1738,1738,1738,1775,1801,1801,1801,1801,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1846,1881,1881,1881,1881,1881,1881,1922,1922,1923,1923,1923,1923,1923,1923,1923,1968,1968,1968,1968,1968,1968,2018,2018,2018,2018,2054,2054,2054,2054,2080,2080,2080,2080,2112,2130,2130,2130,2130,2172,2172,2172,2172,2172,2172,2172,2172,2172,2172,2198,2200,2200,2200,2211,2211,2226,2226,2246,2251,2275,2275,2277,2277,2277,2288,2288,2288,2288,2308,2308,2308,2308,2308,2308,2308,2308,2308,2323,2325,2371,2371,2371,2371,2371,2371,2371,2371,2371,2371,2405,2405,2428,2428,2428,2428,2463,2463,2463,2463,2463,2463,2463,2463,2463,2463,2463,2469,2469,2469,2511,2511,2558,2558,2558,2585,2585,2631,2631,2673,2673,2673,2716,2716,2759,2759,2759,2781,2781,2815,2815,2815,2815,2815,2836,2855,2855,2855,2855,2878,2878,2878,2878,2878,2904,2919,2921,2957,2989,2989,3003,3003,3006,3048,3048,3063
29165,County 29165,State,29,944,974,974,974,974,992,992,992,992,993,993,993,993,993,993,993,993,1024,1068,1068,1100,1100,1100,1144,1144,1144,1144,1144,1144,1144,1170,1170,1170,1170,1181,1181,1181,1181,1181,1181,1228,1257,1283,1318,1334,1334,1334,1334,1334,1334,1354,1354,1354,1354,1354,1354,1354,1402,1402,1402,1402,1402,1415,1459,1459,1459,1509,1509,1550,1550,1550,1585,1585,1585,1585,1585,1585,1585,1625,1625,1625,1644,1644,1644,1668,1668,1668,1696,1729,1729,1736,1736,1748,1748,1767,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1799,1799,1799,1799,1799,1799,1799,1844,1844,1844,1844,1844,1844,1844,1844,1890,1890,1890,1902,1902,1902,1902,1930,1930,1949,1949,1949,1949,1949,1949,1949,1967,1967,1985,2006,2006,2006,2017,2042,2042,2042,2042,2069,2102,2102,2102,2131,2131,2131,2131,2131,2131,2174,2174,2174,2174,2174,2205,2205,2205,2205,2205,2205,2205,2205,2205,2231,2231,2231,2231,2233,2280,2280,2280,2329,2346,2346,2346,2346,2346,2346,2392,2392,2428,2428,2428,2428,2428,2428,2428,2428,2450,2450,2474,2494,2494,2538,2538,2546,2546,2558,2558,2563,2563,2563,2563,2563,2563,2567,2567,2567,2567,2567,2589,2632,2642,2642,2642,2642,2642,2642,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2714,2717,2717,2717,2717,2717,2717,2742,2746,2788,2788,2788,2788,2788,2788,2788,2817,2817,2817,2817,2817,2817,2822,2822,2868,2868,2868,2868,2868,2868,2890,2890,2890,2939,2973,2973,2973,2995,2995,3018,3018,3018,3018,3018,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3096,3118,3156,3156,3156,3156,3156
48277,County 48277,State,48,762,762,762,769,782,782,782,782,782,782,782,791,835,835,870,870,907,907,957,986,986,986,986,986,986,986,988,988,988,988,988,988,988,988,1023,1055,1055,1058,1058,1086,1086,1095,1095,1095,1095,1095,1127,1127,1127,1127,1127,1127,1127,1156,1156,1195,1195,1195,1195,1195,1231,1231,1279,1279,1279,1279,1324,1334,1334,1334,1334,1384,1384,1411,1411,1411,1411,1411,1411,1412,1412,1412,1456,1488,1488,1495,1495,1516,1516,1565,1565,1576,1576,1605,1605,1632,1632,1635,1650,1673,1673,1673,1673,1673,1673,1673,1673,1673,1690,1726,1726,1747,1747,1747,1747,1747,1747,1751,1751,1751,1751,1751,1751,1751,1751,1751,1796,1796,1796,1796,1816,1818,1818,1818,1818,1818,1818,1818,1818,1861,1861,1892,1892,1925,1925,1925,1930,1930,1935,1935,1935,1935,1935,1948,1980,1980,2008,2014,2021,2066,2084,2084,2084,2084,2084,2084,2084,2084,2084,2126,2126,2126,2126,2134,2134,2134,2134,2134,2134,2144,2144,2144,2144,2144,2144,2144,2144,2144,2176,2176,2176,2176,2177,2177,2185,2185,2185,2185,2187,2187,2187,2209,2209,2253,2253,2253,2253,2253,2253,2253,2253,2253,2253,2253,2253,2253,2270,2292,2304,2304,2304,2304,2304,2304,2311,2311,2311,2311,2357,2357,2357,2357,2357,2357,2369,2388,2388,2415,2430,2430,2449,2477,2477,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2529,2529,2529,2529,2575,2575,2575,2604,2604,2604,2617,2617,2617,2617,2644,2644,2644,2677,2711,2752,2752,2752,2785,2821,2821,2821,2821,2851,2873,2873,2873,2895,2895,2932,2976,2976,2976,2976,2976,2976,2976,2976,2994,3036,3048,3048,3093,3093,3093,3093,3093,3118,3159
